年齢,性別,身長,体重,今の時間帯,空いた時間,食べたカロリー,これから食べるカロリー,食べれたか
67,女性,161.8,58.4,2023-08-22 05:48:00,13.9,643.9,332.6,1
28,男性,171.5,65.0,2023-08-22 05:11:00,3.3,596.6,462.9,1
61,男性,168.4,62.7,2023-08-22 16:13:00,14.5,510.3,742.2,1
31,男性,171.0,64.8,2023-08-22 09:43:00,14.8,591.0,779.1,1
53,女性,159.5,56.4,2023-08-22 08:34:00,11.3,722.8,720.0,1
80,男性,166.3,61.1,2023-08-22 16:10:00,21.9,779.4,415.2,1
37,男性,168.4,62.8,2023-08-22 21:27:00,10.6,460.5,579.2,1
55,男性,172.8,66.4,2023-08-22 09:37:00,13.1,436.4,422.4,1
59,男性,165.1,60.6,2023-08-22 02:18:00,22.6,708.0,627.7,1
54,男性,167.6,61.9,2023-08-22 14:22:00,13.7,752.6,426.2,1
54,女性,161.8,58.2,2023-08-22 01:26:00,14.5,752.7,402.1,1
67,男性,171.2,65.3,2023-08-22 07:51:00,16.5,795.9,337.0,1
26,女性,164.8,60.5,2023-08-22 07:46:00,3.3,706.7,314.3,1
20,男性,171.1,64.5,2023-08-22 02:51:00,2.6,316.0,358.9,1
47,女性,156.1,54.0,2023-08-22 06:09:00,11.0,733.9,429.5,1
76,男性,166.8,61.4,2023-08-22 01:59:00,7.3,303.9,488.5,1
25,女性,155.8,53.5,2023-08-22 21:38:00,22.0,538.7,584.7,1
23,男性,174.6,67.2,2023-08-22 02:12:00,5.6,717.4,514.6,1
43,男性,166.3,61.3,2023-08-22 10:25:00,16.5,407.9,405.9,1
58,女性,159.8,56.2,2023-08-22 10:33:00,19.0,333.8,418.1,1
69,男性,174.8,67.8,2023-08-22 18:37:00,12.9,320.9,386.0,1
79,女性,156.0,54.0,2023-08-22 20:07:00,21.6,784.3,307.4,1
62,男性,165.9,61.4,2023-08-22 07:18:00,19.8,424.3,473.1,1
48,男性,165.6,60.8,2023-08-22 09:29:00,1.8,530.2,444.2,0
63,女性,160.0,56.4,2023-08-22 03:57:00,8.2,412.4,435.0,1
31,女性,160.9,57.1,2023-08-22 04:32:00,21.4,538.1,642.9,1
36,女性,161.8,58.5,2023-08-22 18:39:00,7.7,794.9,651.8,0
67,女性,156.8,55.1,2023-08-22 02:53:00,12.5,552.1,526.6,1
19,女性,159.2,56.3,2023-08-22 12:49:00,2.2,665.5,365.2,0
63,女性,156.5,54.6,2023-08-22 19:28:00,15.1,429.6,470.5,1
21,男性,165.7,60.9,2023-08-22 19:10:00,1.8,576.1,772.4,0
79,女性,155.1,53.8,2023-08-22 14:35:00,21.9,301.1,567.4,1
52,女性,163.0,59.2,2023-08-22 05:45:00,21.0,423.3,503.9,1
28,男性,165.2,60.4,2023-08-22 16:37:00,4.4,598.0,563.6,0
60,女性,159.2,55.9,2023-08-22 18:11:00,7.4,777.0,565.4,0
40,男性,170.5,64.2,2023-08-22 09:15:00,4.7,561.9,556.1,1
63,男性,171.0,65.1,2023-08-22 14:41:00,13.0,775.9,638.4,1
34,男性,166.7,61.7,2023-08-22 01:37:00,20.7,694.8,544.9,1
73,男性,166.7,61.2,2023-08-22 06:24:00,10.5,560.6,405.0,1
27,女性,156.5,54.0,2023-08-22 13:27:00,14.9,436.5,684.8,1
35,女性,160.7,57.6,2023-08-22 05:27:00,11.2,650.2,477.4,1
65,男性,166.0,60.8,2023-08-22 09:42:00,17.8,655.4,453.9,1
41,女性,163.6,59.6,2023-08-22 03:24:00,1.5,510.3,643.4,0
67,男性,167.7,62.8,2023-08-22 17:37:00,9.8,637.8,498.6,1
66,女性,161.4,57.8,2023-08-22 14:55:00,14.6,569.4,517.2,1
30,男性,168.6,62.9,2023-08-22 11:22:00,18.9,783.8,589.8,1
64,男性,172.6,66.1,2023-08-22 08:16:00,8.2,332.8,605.2,1
32,女性,162.9,59.0,2023-08-22 23:43:00,10.8,773.5,656.4,1
22,女性,163.0,59.0,2023-08-22 10:45:00,12.9,350.7,566.6,1
55,女性,161.6,57.8,2023-08-22 16:32:00,3.1,431.8,722.7,0
39,女性,158.8,55.7,2023-08-22 23:51:00,11.6,751.9,710.2,1
56,男性,173.8,67.0,2023-08-22 05:14:00,7.1,495.4,784.0,1
34,女性,162.8,58.5,2023-08-22 11:35:00,22.7,384.6,548.2,1
72,女性,161.7,57.6,2023-08-22 16:03:00,17.3,420.0,583.5,1
68,女性,162.9,58.9,2023-08-22 15:54:00,15.9,346.0,397.4,1
70,女性,158.4,56.2,2023-08-22 15:59:00,6.7,635.5,310.9,1
77,女性,155.3,53.3,2023-08-22 17:21:00,13.7,455.0,522.2,1
72,男性,174.6,67.4,2023-08-22 09:28:00,16.3,398.4,378.6,1
57,女性,158.9,55.9,2023-08-22 17:21:00,20.4,315.5,501.8,1
68,女性,164.7,60.4,2023-08-22 05:17:00,19.8,496.4,470.7,1
54,女性,160.3,56.9,2023-08-22 05:08:00,15.0,602.0,732.5,1
55,男性,165.2,60.1,2023-08-22 15:03:00,15.0,776.8,580.8,1
49,女性,158.1,55.9,2023-08-22 01:25:00,20.8,311.9,735.8,1
76,男性,167.6,62.7,2023-08-22 09:58:00,17.7,392.7,504.0,1
49,男性,168.5,62.5,2023-08-22 23:18:00,12.0,304.0,736.4,1
66,女性,158.9,55.9,2023-08-22 02:08:00,5.9,616.8,423.9,1
37,男性,173.1,66.2,2023-08-22 17:45:00,1.9,692.1,607.9,0
54,男性,174.2,67.0,2023-08-22 02:15:00,19.0,762.6,552.9,1
39,男性,165.9,61.2,2023-08-22 06:41:00,14.5,339.9,322.9,1
59,女性,161.1,57.7,2023-08-22 14:15:00,3.7,363.3,385.3,1
50,女性,155.9,54.2,2023-08-22 01:48:00,8.7,463.2,482.5,1
32,男性,172.0,65.4,2023-08-22 13:01:00,13.4,784.4,341.5,1
48,男性,174.5,67.4,2023-08-22 07:39:00,1.7,580.6,400.9,0
25,男性,168.8,63.1,2023-08-22 15:27:00,22.8,400.8,777.7,1
75,女性,156.2,54.4,2023-08-22 02:17:00,19.9,772.5,701.5,1
29,女性,158.1,55.6,2023-08-22 22:24:00,11.9,559.9,797.5,1
41,男性,171.0,64.5,2023-08-22 05:16:00,21.8,474.2,727.4,1
32,男性,166.2,60.9,2023-08-22 17:22:00,18.9,715.4,580.2,1
73,女性,164.7,59.9,2023-08-22 01:34:00,11.4,362.7,685.6,1
39,女性,159.8,56.8,2023-08-22 08:58:00,10.7,525.7,756.6,1
25,男性,173.5,66.5,2023-08-22 12:11:00,19.5,687.5,747.7,1
76,男性,165.7,61.0,2023-08-22 17:39:00,13.1,362.5,693.8,1
40,男性,166.9,62.1,2023-08-22 05:55:00,14.9,325.1,499.2,1
37,女性,155.1,53.8,2023-08-22 11:23:00,8.3,483.2,725.1,1
28,女性,161.6,58.0,2023-08-22 20:56:00,5.7,468.9,715.6,1
46,女性,162.8,59.3,2023-08-22 03:30:00,3.5,623.9,389.0,0
47,男性,167.7,62.1,2023-08-22 15:36:00,8.2,584.3,651.8,1
26,女性,155.1,53.6,2023-08-22 21:11:00,4.9,607.3,793.5,0
63,女性,159.6,56.8,2023-08-22 18:54:00,17.4,421.1,680.7,1
69,女性,162.7,58.6,2023-08-22 12:14:00,6.2,506.4,613.7,1
50,女性,157.3,55.0,2023-08-22 06:13:00,17.8,697.8,470.3,1
21,女性,160.1,56.5,2023-08-22 20:34:00,11.6,609.4,719.0,1
50,女性,162.4,58.3,2023-08-22 01:40:00,8.1,641.0,799.9,0
63,女性,160.8,57.0,2023-08-22 01:20:00,8.3,524.1,768.7,1
23,女性,162.2,58.4,2023-08-22 15:58:00,1.9,752.9,301.2,0
32,女性,164.8,60.7,2023-08-22 02:10:00,17.3,587.5,760.7,1
34,男性,165.9,61.5,2023-08-22 08:22:00,6.0,692.8,545.1,1
29,女性,158.1,55.2,2023-08-22 11:37:00,13.3,468.6,784.3,1
51,女性,164.1,59.9,2023-08-22 21:10:00,18.8,467.6,760.9,1
27,女性,162.7,58.3,2023-08-22 05:34:00,22.9,743.2,439.4,1
57,男性,174.0,67.5,2023-08-22 17:08:00,18.7,618.0,701.1,1
34,女性,162.6,58.9,2023-08-22 04:49:00,21.7,307.8,721.4,1
28,男性,172.5,65.9,2023-08-22 04:53:00,21.3,333.7,617.0,1
64,女性,164.1,59.6,2023-08-22 15:10:00,2.4,517.1,450.7,0
52,女性,159.9,57.2,2023-08-22 10:38:00,5.8,573.8,707.2,0
49,男性,166.0,60.7,2023-08-22 11:12:00,16.2,451.2,774.9,1
18,女性,156.6,54.2,2023-08-22 08:54:00,11.2,775.3,453.9,1
48,男性,173.8,66.7,2023-08-22 17:16:00,7.2,600.3,564.7,1
72,女性,159.3,55.9,2023-08-22 10:58:00,15.6,319.1,696.5,1
45,女性,155.2,53.8,2023-08-22 03:33:00,15.6,405.0,571.5,1
25,男性,171.3,65.2,2023-08-22 07:51:00,12.2,593.4,759.6,1
35,男性,173.2,66.6,2023-08-22 04:52:00,12.9,502.1,707.9,1
57,女性,157.7,55.2,2023-08-22 14:12:00,10.8,737.5,714.0,1
44,男性,170.1,63.8,2023-08-22 23:28:00,22.2,771.4,772.7,1
38,男性,168.4,63.3,2023-08-22 06:58:00,14.9,319.1,717.2,1
78,男性,172.8,66.1,2023-08-22 23:26:00,2.8,628.6,577.3,0
22,男性,166.8,62.1,2023-08-22 01:56:00,5.2,329.3,376.8,1
73,男性,174.4,67.3,2023-08-22 13:53:00,3.3,766.4,683.2,0
48,男性,168.1,62.3,2023-08-22 17:02:00,18.0,733.7,331.2,1
74,男性,166.1,60.9,2023-08-22 12:02:00,9.1,307.0,366.7,1
76,男性,172.7,66.5,2023-08-22 06:28:00,17.4,348.1,452.9,1
20,女性,157.5,54.8,2023-08-22 16:41:00,14.2,786.0,331.0,1
33,男性,165.5,60.5,2023-08-22 14:52:00,5.4,396.2,571.2,1
43,男性,167.7,62.2,2023-08-22 05:07:00,12.8,322.7,670.4,1
59,男性,171.0,65.0,2023-08-22 01:02:00,15.1,765.4,678.5,1
62,女性,158.9,55.9,2023-08-22 18:54:00,15.7,310.6,674.9,1
28,女性,162.7,58.7,2023-08-22 09:25:00,8.6,348.3,650.4,1
44,女性,160.9,57.0,2023-08-22 04:04:00,21.1,344.1,676.4,1
78,男性,173.2,66.2,2023-08-22 04:16:00,21.8,579.4,383.5,1
59,男性,172.8,66.6,2023-08-22 02:04:00,11.9,799.9,712.5,1
18,男性,165.5,60.7,2023-08-22 20:13:00,16.5,537.3,337.0,1
74,女性,157.9,55.3,2023-08-22 07:51:00,2.7,470.8,528.0,0
26,女性,163.1,58.8,2023-08-22 19:09:00,4.6,396.2,667.6,1
47,女性,164.7,60.5,2023-08-22 13:41:00,13.9,520.6,562.0,1
31,女性,161.8,58.1,2023-08-22 03:12:00,10.6,718.6,760.3,1
32,男性,170.1,63.8,2023-08-22 21:47:00,17.8,618.3,614.8,1
24,男性,168.8,63.0,2023-08-22 13:30:00,4.2,457.0,752.4,0
53,女性,158.3,55.2,2023-08-22 05:16:00,17.0,411.0,491.0,1
73,女性,162.5,58.7,2023-08-22 19:49:00,5.3,767.0,410.4,0
43,女性,159.8,57.0,2023-08-22 12:36:00,4.9,445.8,461.3,1
80,女性,161.4,58.0,2023-08-22 19:52:00,11.3,307.3,573.6,1
67,男性,173.7,66.8,2023-08-22 23:36:00,18.7,583.5,733.3,1
79,女性,161.7,57.8,2023-08-22 02:49:00,8.9,350.0,754.0,1
24,男性,168.9,62.9,2023-08-22 19:03:00,7.6,635.4,476.3,1
47,男性,167.4,62.2,2023-08-22 01:59:00,1.3,393.0,310.4,1
47,男性,171.7,65.2,2023-08-22 16:21:00,12.8,779.4,575.6,1
22,男性,168.9,63.0,2023-08-22 04:23:00,17.2,495.3,352.0,1
75,男性,165.0,60.5,2023-08-22 01:45:00,11.5,716.1,354.2,1
38,男性,168.6,63.2,2023-08-22 06:20:00,19.5,722.0,636.4,1
76,女性,157.1,54.5,2023-08-22 05:21:00,14.6,302.0,411.0,1
66,女性,164.2,59.8,2023-08-22 09:58:00,6.4,470.1,752.8,1
77,男性,169.0,63.4,2023-08-22 18:25:00,10.9,366.4,569.5,1
36,男性,170.7,64.9,2023-08-22 01:38:00,15.2,310.0,616.9,1
55,女性,162.1,57.8,2023-08-22 09:14:00,2.9,770.7,604.3,0
33,男性,173.1,66.1,2023-08-22 11:05:00,16.8,533.4,405.4,1
23,女性,164.7,60.2,2023-08-22 06:25:00,12.4,468.4,493.9,1
71,女性,163.0,58.7,2023-08-22 12:36:00,8.1,734.2,630.1,1
30,男性,167.0,62.3,2023-08-22 06:49:00,2.0,616.3,459.0,0
57,女性,164.2,59.4,2023-08-22 10:09:00,20.1,679.1,349.0,1
50,女性,161.8,57.8,2023-08-22 03:01:00,15.1,458.9,584.1,1
42,男性,166.4,61.4,2023-08-22 07:23:00,7.5,482.5,567.5,1
21,男性,165.5,61.2,2023-08-22 11:43:00,8.7,695.8,486.5,1
56,女性,163.4,59.7,2023-08-22 23:16:00,5.8,351.6,630.4,1
51,男性,172.8,66.3,2023-08-22 05:18:00,5.8,537.9,541.2,1
26,男性,169.5,64.0,2023-08-22 14:08:00,15.9,732.1,736.2,1
23,男性,166.6,61.5,2023-08-22 07:37:00,4.8,484.6,763.4,0
27,女性,161.8,58.5,2023-08-22 19:29:00,5.6,462.0,724.1,1
28,男性,168.8,63.5,2023-08-22 07:56:00,5.2,647.3,464.2,1
41,女性,155.9,53.6,2023-08-22 01:02:00,7.1,796.2,418.9,1
79,女性,155.5,53.9,2023-08-22 05:26:00,9.2,318.1,331.9,1
66,女性,158.5,55.6,2023-08-22 18:03:00,2.7,403.1,710.0,0
62,女性,161.3,57.6,2023-08-22 04:46:00,10.3,313.6,398.2,1
75,女性,158.1,56.0,2023-08-22 06:37:00,14.7,745.9,472.0,1
36,男性,168.9,63.7,2023-08-22 02:42:00,7.4,532.3,335.9,1
54,男性,174.6,67.5,2023-08-22 11:31:00,15.4,511.8,588.2,1
62,男性,165.7,61.3,2023-08-22 19:10:00,18.2,454.7,780.0,1
72,女性,158.8,56.0,2023-08-22 07:48:00,7.5,526.0,755.3,1
47,男性,172.1,65.7,2023-08-22 03:51:00,21.3,590.6,554.5,1
62,男性,174.2,67.6,2023-08-22 01:22:00,5.9,392.9,672.6,1
40,男性,166.5,61.1,2023-08-22 22:09:00,12.3,407.7,533.9,1
53,男性,170.1,64.2,2023-08-22 11:58:00,7.3,517.3,655.4,1
67,男性,167.8,62.9,2023-08-22 08:32:00,7.3,446.8,474.3,1
76,女性,161.7,57.7,2023-08-22 18:47:00,13.5,625.3,573.6,1
19,男性,167.0,62.3,2023-08-22 17:05:00,8.1,493.0,521.2,1
50,男性,168.7,62.7,2023-08-22 09:08:00,9.0,767.9,703.6,1
44,女性,163.4,59.3,2023-08-22 04:24:00,7.3,584.3,736.4,1
39,女性,161.2,58.0,2023-08-22 23:05:00,1.7,376.7,718.4,0
37,女性,159.8,56.5,2023-08-22 12:34:00,16.5,501.1,586.3,1
77,男性,170.5,64.5,2023-08-22 06:11:00,12.9,726.6,707.9,1
71,女性,162.5,58.4,2023-08-22 01:32:00,1.7,667.1,585.7,0
71,女性,155.0,52.9,2023-08-22 03:17:00,22.1,799.2,603.7,1
38,男性,167.9,63.0,2023-08-22 12:55:00,17.5,716.2,575.6,1
66,男性,170.2,64.2,2023-08-22 16:13:00,22.8,574.9,584.7,1
59,男性,169.7,64.3,2023-08-22 22:44:00,5.4,783.6,791.7,0
57,男性,169.9,64.2,2023-08-22 22:08:00,3.1,502.7,729.5,0
77,男性,169.1,63.2,2023-08-22 19:42:00,9.7,661.4,582.3,1
68,男性,168.8,63.2,2023-08-22 09:54:00,5.5,627.7,494.2,1
76,男性,171.6,65.7,2023-08-22 01:54:00,7.2,775.1,541.0,1
66,女性,160.1,57.0,2023-08-22 15:02:00,1.8,338.3,424.0,1
56,男性,168.6,63.2,2023-08-22 01:19:00,6.4,728.3,734.9,0
24,男性,171.2,64.8,2023-08-22 01:25:00,14.9,599.9,331.6,1
46,男性,170.7,65.0,2023-08-22 23:09:00,18.7,409.4,615.7,1
62,女性,159.3,55.9,2023-08-22 09:25:00,5.7,327.3,729.4,1
65,男性,169.3,63.8,2023-08-22 16:13:00,11.8,607.2,488.1,1
64,女性,162.9,58.8,2023-08-22 05:45:00,1.7,492.6,322.5,0
26,女性,157.2,54.4,2023-08-22 11:41:00,5.6,413.3,649.1,1
34,男性,172.8,65.9,2023-08-22 11:41:00,10.2,323.2,380.1,1
19,男性,168.0,62.3,2023-08-22 22:17:00,9.0,670.5,498.5,1
41,女性,156.6,54.6,2023-08-22 09:30:00,15.4,395.6,490.8,1
32,女性,160.1,57.1,2023-08-22 12:04:00,8.2,653.7,551.9,1
78,女性,159.7,56.4,2023-08-22 16:49:00,18.1,665.5,473.9,1
20,男性,174.9,67.4,2023-08-22 05:34:00,17.8,664.2,471.3,1
22,女性,162.3,58.1,2023-08-22 13:45:00,15.4,622.5,312.7,1
37,女性,158.3,56.0,2023-08-22 12:57:00,14.2,307.1,361.1,1
32,男性,165.3,60.5,2023-08-22 21:58:00,13.3,636.8,319.9,1
69,女性,161.8,57.8,2023-08-22 05:27:00,3.9,657.5,370.1,0
42,男性,172.0,65.6,2023-08-22 22:28:00,8.2,677.1,537.8,1
61,女性,155.1,53.1,2023-08-22 23:17:00,2.3,484.8,620.3,0
35,男性,174.7,67.8,2023-08-22 16:11:00,7.1,694.4,764.3,1
43,男性,174.3,67.8,2023-08-22 13:56:00,21.8,374.8,749.7,1
48,女性,157.8,54.8,2023-08-22 05:59:00,21.6,377.0,425.8,1
33,男性,172.3,66.0,2023-08-22 05:47:00,18.2,313.7,629.0,1
28,女性,155.7,53.5,2023-08-22 20:36:00,7.8,756.2,642.3,1
74,女性,159.4,56.7,2023-08-22 16:48:00,20.9,663.6,446.5,1
67,男性,170.2,63.9,2023-08-22 04:53:00,7.5,360.8,565.5,1
52,女性,164.0,59.5,2023-08-22 21:55:00,21.5,653.8,722.5,1
52,女性,162.6,58.8,2023-08-22 08:38:00,14.7,304.0,758.6,1
43,女性,162.5,58.9,2023-08-22 02:49:00,10.8,394.7,485.9,1
52,女性,160.9,57.8,2023-08-22 14:04:00,8.4,364.8,397.1,1
64,男性,169.6,63.5,2023-08-22 20:13:00,15.5,527.7,425.6,1
54,女性,159.6,57.0,2023-08-22 18:06:00,12.3,609.3,668.6,1
19,女性,164.2,59.6,2023-08-22 04:57:00,8.2,675.8,408.8,1
34,女性,158.6,55.8,2023-08-22 09:58:00,4.2,428.8,709.7,0
51,女性,158.1,55.6,2023-08-22 20:14:00,20.0,615.8,446.2,1
29,女性,155.3,53.5,2023-08-22 20:59:00,4.3,434.4,510.0,1
79,男性,175.0,68.1,2023-08-22 15:25:00,15.3,691.7,648.8,1
24,男性,173.7,66.4,2023-08-22 01:37:00,20.9,657.4,436.1,1
46,男性,169.2,63.2,2023-08-22 02:59:00,9.6,319.7,439.1,1
23,女性,158.0,55.6,2023-08-22 11:48:00,15.1,426.3,793.9,1
55,女性,161.1,57.2,2023-08-22 13:05:00,18.9,789.7,633.4,1
73,女性,161.2,57.2,2023-08-22 06:50:00,18.4,603.9,562.4,1
18,男性,166.5,61.1,2023-08-22 18:05:00,20.6,649.0,768.7,1
51,男性,167.4,61.7,2023-08-22 08:46:00,20.9,495.3,771.9,1
64,男性,174.9,68.0,2023-08-22 20:37:00,16.1,570.8,677.6,1
67,女性,164.1,59.5,2023-08-22 21:26:00,15.4,624.9,338.5,1
64,男性,172.0,65.1,2023-08-22 17:44:00,1.0,775.6,760.7,0
70,男性,169.7,63.8,2023-08-22 07:19:00,17.1,697.1,712.4,1
57,女性,164.8,60.1,2023-08-22 16:03:00,16.9,584.8,325.0,1
73,女性,160.6,56.9,2023-08-22 02:14:00,20.0,340.7,791.8,1
72,女性,164.6,60.2,2023-08-22 21:07:00,5.2,453.0,429.1,1
27,男性,165.2,60.2,2023-08-22 23:11:00,1.9,495.0,544.9,0
62,男性,173.6,66.6,2023-08-22 13:08:00,1.9,754.8,458.0,0
62,男性,171.3,64.7,2023-08-22 16:07:00,9.8,530.3,759.2,1
48,女性,158.6,55.7,2023-08-22 13:30:00,11.4,639.6,470.3,1
58,女性,161.3,58.0,2023-08-22 17:21:00,3.0,614.7,684.2,0
28,女性,155.6,54.0,2023-08-22 11:02:00,15.7,779.6,466.2,1
33,女性,160.9,57.0,2023-08-22 19:08:00,2.2,503.3,515.0,0
60,女性,156.2,54.6,2023-08-22 21:13:00,16.9,534.4,731.5,1
78,女性,163.8,59.9,2023-08-22 09:17:00,17.7,592.1,615.3,1
48,女性,160.1,56.6,2023-08-22 17:12:00,11.0,465.4,618.3,1
64,女性,158.8,56.4,2023-08-22 01:16:00,5.2,429.4,650.6,1
35,女性,163.7,59.2,2023-08-22 14:11:00,22.3,321.3,579.5,1
77,女性,162.9,58.6,2023-08-22 05:37:00,18.2,562.0,459.9,1
77,男性,171.7,65.0,2023-08-22 03:12:00,12.0,652.5,611.9,1
69,女性,158.3,55.9,2023-08-22 20:42:00,20.8,670.2,587.9,1
80,女性,159.8,57.0,2023-08-22 22:30:00,19.0,366.6,489.9,1
60,男性,169.6,64.2,2023-08-22 12:44:00,12.8,457.9,744.4,1
45,男性,168.7,63.3,2023-08-22 07:06:00,19.5,407.6,793.3,1
21,男性,174.8,68.1,2023-08-22 16:27:00,16.8,642.5,604.5,1
53,男性,174.5,67.5,2023-08-22 01:23:00,12.2,346.2,463.6,1
21,男性,170.6,64.1,2023-08-22 05:21:00,11.4,471.0,400.6,1
26,女性,161.6,57.9,2023-08-22 22:11:00,10.2,664.9,608.2,1
67,女性,160.4,57.1,2023-08-22 12:05:00,13.9,535.8,397.9,1
77,女性,162.0,58.3,2023-08-22 07:22:00,22.8,732.3,423.5,1
57,男性,173.8,66.8,2023-08-22 06:37:00,21.5,364.4,717.4,1
40,女性,156.2,53.9,2023-08-22 07:20:00,11.4,787.4,401.5,1
21,男性,170.6,64.5,2023-08-22 21:45:00,9.0,704.7,753.3,1
38,女性,164.4,60.3,2023-08-22 09:19:00,17.3,607.6,655.4,1
55,女性,155.6,53.3,2023-08-22 23:32:00,17.4,793.6,660.9,1
53,男性,166.7,62.0,2023-08-22 01:12:00,20.6,735.6,652.0,1
67,女性,162.8,59.2,2023-08-22 09:55:00,22.7,321.7,374.2,1
72,男性,165.6,61.2,2023-08-22 05:02:00,9.3,333.3,587.6,1
74,女性,156.1,53.8,2023-08-22 15:58:00,2.8,447.5,583.0,0
33,女性,157.0,55.2,2023-08-22 19:02:00,5.5,635.0,694.1,0
79,男性,174.5,67.2,2023-08-22 04:37:00,23.0,751.6,385.2,1
66,女性,162.5,58.8,2023-08-22 06:28:00,18.0,791.5,418.2,1
37,男性,166.4,61.1,2023-08-22 11:56:00,10.5,397.9,514.0,1
32,女性,157.7,55.4,2023-08-22 01:02:00,12.4,735.8,573.0,1
49,男性,173.6,67.0,2023-08-22 18:41:00,9.5,491.6,741.8,1
50,男性,172.1,65.3,2023-08-22 17:06:00,9.6,708.7,610.2,1
32,男性,166.0,60.7,2023-08-22 03:33:00,2.8,556.7,675.8,0
34,男性,174.3,67.3,2023-08-22 03:25:00,16.7,448.0,415.3,1
53,女性,161.3,57.4,2023-08-22 17:31:00,13.6,521.0,522.2,1
18,女性,157.6,55.3,2023-08-22 22:13:00,5.2,451.7,437.4,1
48,男性,165.3,60.2,2023-08-22 12:08:00,16.2,793.6,445.9,1
19,女性,161.8,58.1,2023-08-22 11:50:00,6.5,320.0,623.1,1
21,男性,172.0,65.9,2023-08-22 10:36:00,7.7,449.3,429.1,1
70,女性,156.3,54.4,2023-08-22 02:34:00,19.3,435.2,463.1,1
49,男性,169.2,63.3,2023-08-22 08:32:00,22.8,343.0,684.8,1
77,男性,166.1,60.7,2023-08-22 02:13:00,18.7,772.6,669.8,1
58,男性,167.1,62.4,2023-08-22 07:35:00,19.8,752.5,464.6,1
44,男性,171.0,64.4,2023-08-22 04:08:00,13.8,695.4,404.5,1
61,女性,162.8,58.6,2023-08-22 23:47:00,1.3,718.4,781.9,0
63,女性,159.7,56.3,2023-08-22 19:55:00,21.4,696.5,422.5,1
56,女性,157.4,55.3,2023-08-22 08:43:00,9.2,465.1,559.8,1
46,男性,174.0,67.5,2023-08-22 11:09:00,22.8,758.8,768.1,1
71,男性,172.6,66.1,2023-08-22 10:31:00,7.1,401.5,339.3,1
55,男性,169.9,63.7,2023-08-22 21:32:00,16.2,703.4,494.7,1
75,男性,169.9,64.5,2023-08-22 05:28:00,16.7,390.5,604.5,1
56,男性,169.7,63.5,2023-08-22 01:49:00,7.6,452.3,424.9,1
18,男性,167.6,62.8,2023-08-22 11:12:00,10.7,389.0,676.1,1
40,男性,170.9,64.8,2023-08-22 14:52:00,6.6,577.1,370.3,1
20,男性,169.5,63.9,2023-08-22 14:52:00,8.6,455.9,664.8,1
39,男性,166.3,61.2,2023-08-22 04:38:00,18.3,709.0,332.6,1
61,女性,158.9,56.2,2023-08-22 17:18:00,3.7,643.0,360.2,0
31,男性,168.2,62.6,2023-08-22 12:45:00,6.9,765.4,616.6,1
64,男性,170.1,64.5,2023-08-22 01:45:00,18.0,632.1,684.3,1
46,男性,174.5,67.5,2023-08-22 12:13:00,1.5,327.6,614.3,0
34,男性,165.6,60.5,2023-08-22 14:12:00,12.2,732.8,312.0,1
72,女性,159.0,56.0,2023-08-22 18:13:00,2.6,335.2,476.3,1
70,女性,156.2,54.5,2023-08-22 07:59:00,21.3,319.2,419.0,1
76,女性,155.3,53.9,2023-08-22 08:19:00,1.2,404.0,776.8,0
63,男性,169.2,63.4,2023-08-22 02:37:00,12.1,442.7,420.8,1
72,男性,166.1,60.9,2023-08-22 14:26:00,12.4,615.6,316.0,1
66,女性,158.0,55.7,2023-08-22 07:34:00,14.3,679.8,758.1,1
29,男性,170.6,64.4,2023-08-22 05:53:00,16.4,681.8,671.8,1
63,女性,158.9,55.8,2023-08-22 08:45:00,11.1,588.0,622.2,1
35,男性,171.8,65.6,2023-08-22 17:53:00,5.7,349.1,539.7,1
64,女性,161.9,58.1,2023-08-22 04:38:00,1.7,377.3,575.3,0
36,男性,170.3,64.7,2023-08-22 21:54:00,11.7,777.0,779.7,1
68,女性,156.7,54.5,2023-08-22 01:59:00,14.5,563.6,449.5,1
35,女性,160.6,57.6,2023-08-22 15:21:00,12.1,357.7,339.9,1
71,男性,167.3,61.7,2023-08-22 14:18:00,23.0,563.1,726.0,1
23,女性,162.9,59.2,2023-08-22 09:47:00,13.0,750.1,531.5,1
38,女性,156.3,53.8,2023-08-22 05:06:00,17.9,351.7,794.0,1
30,女性,162.3,58.5,2023-08-22 10:34:00,16.4,525.2,738.9,1
41,女性,163.9,59.5,2023-08-22 17:24:00,5.9,471.2,556.0,1
49,女性,156.2,54.1,2023-08-22 06:20:00,10.6,625.2,460.2,1
48,男性,174.1,67.0,2023-08-22 20:49:00,3.9,411.8,787.2,0
69,男性,174.5,67.9,2023-08-22 18:42:00,9.2,792.9,645.3,1
52,女性,156.8,55.1,2023-08-22 02:10:00,19.7,722.4,484.3,1
50,男性,169.1,63.7,2023-08-22 11:43:00,18.0,482.0,636.3,1
69,女性,162.1,58.5,2023-08-22 01:28:00,4.9,349.6,354.6,1
35,女性,162.3,58.8,2023-08-22 23:49:00,6.4,619.9,317.6,1
71,女性,161.9,58.2,2023-08-22 17:14:00,10.3,528.1,504.3,1
25,男性,174.6,68.0,2023-08-22 15:15:00,3.8,563.0,679.7,0
50,男性,166.1,61.3,2023-08-22 22:55:00,19.7,773.0,618.7,1
26,男性,174.3,67.3,2023-08-22 22:08:00,12.3,715.9,575.6,1
